ГИДРОКОРТИЗОН МАЗЬ, ТУБА, 1% 10Г;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;250624;2.20;1.000;2.20;31.12.2026;Лексредства;11.09.2024;000007856;1.60;1.60;Белмедпрепараты;112805
ГИДРОХЛОРТИАЗИД ТАБЛ., 25МГ, №20;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;3150524;0.74;1.000;0.74;31.05.2026;Лексредства;31.07.2024;000006690;0.54;0.54;Борисовский ЗМП;111976
ГИДРОХЛОРТИАЗИД ТАБЛ., 25МГ, №20;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;3150524;0.74;3.000;2.22;31.05.2026;Лексредства;28.08.2024;000007464;0.54;0.54;Борисовский ЗМП;112471
ГИНОКАПС КАПС.ВАГ., 100МГ/100МГ, №10;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;1170524;9.91;1.000;9.91;30.11.2025;Лексредства;17.09.2024;000007988;7.21;7.21;МИНСКИНТЕРКАПС;112957
ГИПОТИАЗИД ТАБЛ., 100МГ, №20;CHINOIN;ВЕНГРИЯ;GV004;10.84;1.000;10.84;31.08.2026;Лексредства;24.09.2024;000008244;7.89;7.75;Swixx Biopharma AG   Швейцария;113006
ГИПОТИАЗИД ТАБЛ., 25МГ, №20;OPELLA;ВЕНГРИЯ;GV008;7.10;1.000;7.10;31.08.2026;Лексредства;31.07.2024;000006691;5.17;5.32;Swixx Biopharma AG   Швейцария;112042
ГЛИКЛАЗИД МВ ТАБЛ., 30МГ, №30;ЛЕКФАРМ;БЕЛАРУСЬ;050723;5.05;0.667;3.37;31.07.2025;Лексредства;14.02.2024;000002630;3.65;3.68;ФАРМПРОЕКТ ООО;109392
ГЛИЦЕРИН КОСМ. D-ПАНТЕНОЛ УП., 60МЛ;САУЛЕС САПНИС;БЕЛАРУСЬ;006;4.21;2.000;8.42;30.06.2027;Парфюмерно-косметическая продукция и  туалетные принадлежности;24.09.2024;0341348;2.70;2.70;Саулес Сапнис;113114
ГЛИЦЕРИН СУПП., 1,24Г, №10;НИЖФАРМ ОАО;РОССИЯ;171123;11.29;1.000;11.29;31.10.2025;Лексредства;17.09.2024;000007988;8.15;8.23;Фармико;112958
ГЛИЦЕРИН СУПП., 2,11Г, №10;НИЖФАРМ ОАО;РОССИЯ;410424;13.27;2.000;26.54;31.03.2026;Лексредства;21.08.2024;000007227;9.58;9.67;Фармико;112314
ГЛИЦИН ТАБЛ., 100МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4070324;1.78;3.000;5.34;31.03.2026;Лексредства;04.09.2024;000007667;1.30;1.30;Борисовский ЗМП;112586
ГЛИЦИН ТАБЛ., 100МГ, №50;БИОТИКИ ООО;РОССИЯ;222102023;5.39;2.000;10.78;30.09.2026;Лексредства;04.09.2024;000007667;3.78;3.96;МедВай УП;112587
ГЛИЦИН ФОРТЕ ТАБЛ., 300МГ, №80;ЭВАЛАР ЗАО;РОССИЯ;13510044;15.50;1.000;15.50;02.05.2027;БАДы;24.09.2024;0341348;9.94;9.94;Ясса ООО ПКФ;113115
ГЛЮКОЗА ПАК., ПОР., 15Г, №5;ЭКЗОН ОАО;БЕЛАРУСЬ;0161023;5.66;0.800;4.53;31.10.2025;Лексредства;06.03.2024;000003232;4.12;4.12;Экзон;109834
ГЛЮКОЗА ТАБЛ.ЖЕВ., 2Г, №15;ЭКЗОН ОАО;БЕЛАРУСЬ;0030424;1.19;3.000;3.57;30.04.2027;Лексредства;17.07.2024;000006391;0.87;0.87;Экзон;111780
ГЛЮКОЗАМИН ПАК., ПОР.ОРАЛ., 1,5Г, №20;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;050823;14.98;1.000;14.98;31.08.2025;Лексредства;30.04.2024;000004842;10.90;10.90;Белмедпрепараты;110845
ГОРЧИЧНИК-ПАКЕТ ДЕТ. УП., №10;МЕД-ИНТЕРПЛАСТ ИЧП;БЕЛАРУСЬ;06122023;3.14;1.000;3.14;06.12.2025;Товары  мед назначения;24.09.2024;0341348;2.20;2.20;Мед-Интерпласт;113116
ГРАММИДИН ДЕТ. ТАБЛ.РАССАС., №18;ВАЛЕНТА ФАРМАЦЕВТИКА;РОССИЯ;1661223;19.35;1.000;19.35;01.12.2025;Лексредства;24.09.2024;000008216;13.75;14.16;Брититрейд;113070
ГРАММИДИН НЕО АНЕСТЕТИК ТАБЛ.РАССАС., №18;ВАЛЕНТА ФАРМАЦЕВТИКА;РОССИЯ;1600224;23.23;0.500;11.62;01.01.2026;Лексредства;28.08.2024;0340716;16.51;17.00;Брититрейд;112539
ГРИППОЛЕК ЛИМОН ПАК., ПОР., №10;АМАНТИСМЕД ООО;БЕЛАРУСЬ;910224;9.00;1.000;9.00;31.01.2026;Лексредства;24.09.2024;000008220;6.50;6.56;МедВай УП;113035
ГРИППОМИКС ЛЕСНЫЕ ЯГОДЫ ПАК., ПОР., 3Г, №10;ЛЕКФАРМ;БЕЛАРУСЬ;171023;9.72;3.800;36.94;31.10.2025;Лексредства;17.09.2024;000007988;7.02;7.09;ФАРМПРОЕКТ ООО;112959
ГРИППОМИКС ЛЕСНЫЕ ЯГОДЫ ПАК., ПОР., 3Г, №10;ЛЕКФАРМ;БЕЛАРУСЬ;161023;9.72;3.000;29.16;31.10.2025;Лексредства;24.09.2024;000008220;7.02;7.09;ФАРМПРОЕКТ ООО;113036
ГРИППОМИКС ЛИМОН ПАК., ПОР., 3Г, №10;ЛЕКФАРМ;БЕЛАРУСЬ;411023;9.72;0.500;4.86;31.10.2025;Лексредства;31.07.2024;0340025;7.02;7.09;ФАРМПРОЕКТ ООО;111956
ГРИППОМИКС ЛИМОН ПАК., ПОР., 3Г, №10;ЛЕКФАРМ;БЕЛАРУСЬ;010124;9.72;1.000;9.72;31.01.2026;Лексредства;28.08.2024;000007464;7.02;7.09;ФАРМПРОЕКТ ООО;112474
ГРИППОМИКС ЛИМОН ПАК., ПОР., 3Г, №10;ЛЕКФАРМ;БЕЛАРУСЬ;050224;10.29;3.000;30.87;28.02.2026;Лексредства;24.09.2024;000008244;7.43;7.50;ФАРМПРОЕКТ ООО;113007
ГРОМЕЦИН ТАБЛ., 100МГ, №40;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;040524;2.14;4.000;8.56;31.05.2027;Лексредства;04.09.2024;000007629;1.56;1.56;Белмедпрепараты;112647
ГРОПРИНОСИН ТАБЛ., 500МГ, №50;GEDEON RICHTER;ПОЛЬША;Н31095А;51.87;0.200;10.37;31.01.2026;Лексредства;06.03.2024;000003232;43.27;43.70;Фармико;109835
ГРОСТУДИН ЛИМОН ПАК., ПОР., №10;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;070124;6.05;1.700;10.29;31.01.2026;Лексредства;21.08.2024;000007228;4.40;4.40;Белмедпрепараты;112397
ГРОСТУДИН ЛИМОН ПАК., ПОР., №10;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;040124;6.05;3.000;18.15;31.01.2026;Лексредства;24.09.2024;000008220;4.40;4.40;Белмедпрепараты;113037
ГРОСТУДИН МЕД ЛИМОН ПАК., ПОР., №10;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;981223;6.05;1.000;6.05;31.12.2025;Лексредства;11.09.2024;000007868;4.40;4.40;Белмедпрепараты;112752
ГРОСТУДИН МЕД ЛИМОН ПАК., ПОР., №10;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;981223;6.05;1.000;6.05;31.12.2025;Лексредства;24.09.2024;000008220;4.40;4.40;Белмедпрепараты;113038
ГЭВКАМЕН МАЗЬ, ТУБА, 25Г;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;030224;3.98;2.000;7.96;28.02.2027;Лексредства;24.07.2024;000006542;2.90;2.90;Борисовский ЗМП;111916
Д-ВИТ ЛАМИРА ТАБЛ.П/О, 10000МЕ, №15;QUEST VITAMINS MIDDLE EAST;ОАЭ;23К043;24.00;1.000;24.00;01.09.2026;Лексредства;28.08.2024;0340716;17.32;17.49;Брититрейд;112541
Д3-КАПС КАПС., 2000МЕ, №30;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;1050824;8.15;7.000;57.05;30.09.2026;Лексредства;24.09.2024;000008245;5.93;5.93;МИНСКИНТЕРКАПС;113044
Д3-КАПС МАКСИМА КАПС., 50000МЕ, №10;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;4010424;18.27;1.000;18.27;30.04.2026;Лексредства;16.05.2024;000005184;13.29;13.29;МИНСКИНТЕРКАПС;111096
Д3-КАПС УЛЬТРА БАНАН КАПС., 500МЕ, №30;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;1040624;7.08;2.000;14.16;30.06.2026;Лексредства;24.09.2024;000008245;5.15;5.15;МИНСКИНТЕРКАПС;113045
ДЕВИТ ТАБЛ.П/О, 50000МЕ, №8;QUEST VITAMINS MIDDLE EAST;ОАЭ;23К018;33.34;1.000;33.34;01.09.2026;Лексредства;24.09.2024;000008216;26.36;26.62;Брититрейд;113072
ДЕЗЛОРАТАДИН ТАБЛ.П/О, 5МГ, №10;KRKA, d.d.;СЛОВЕНИЯ;DD4867;15.19;1.000;15.19;30.11.2028;Лексредства;11.09.2024;000007868;11.05;11.05;CHELESTINA UAB.Литва;112753
ДЕКСАЛГИН АМП, Р-Р Д/И, 25МГ/МЛ 2МЛ, №5;MENARINI MANUFACT;ИТАЛИЯ;3172А;19.85;1.000;19.85;30.11.2028;Лексредства;24.09.2024;000008216;14.45;14.45;CHELESTINA UAB.Литва;113073
ДЕКСАЛГИН ПАК., ГРАН., 25МГ, №20;LABORATORIOS MENARINI;ЛИТВА;34079;20.14;1.000;20.14;30.10.2027;Лексредства;04.09.2024;000007663;14.65;14.65;CHELESTINA UAB.Литва;112570
ДЕКСАЛГИН ПАК., ГРАН., 25МГ, №20;LABORATORIOS MENARINI;ЛИТВА;34072;20.22;0.100;2.02;31.10.2027;Лексредства;31.01.2024;000002249;14.71;14.71;CHELESTINA UAB.Литва;109054
ДЕКСАМЕТАЗОН АМП, Р-Р Д/И, 4МГ 1МЛ, №10;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;1160822;5.70;0.700;3.99;31.08.2025;Лексредства;14.12.2023;000001132;4.15;4.15;Белмедпрепараты;107996
ДЕКСАМЕТАЗОН АМП, Р-Р Д/И, 4МГ 1МЛ, №10;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;160324;5.70;1.000;5.70;31.03.2027;Лексредства;02.07.2024;0076383;4.15;4.15;Белмедпрепараты;111485
ДЕКСАМЕТАЗОН ФЛ., КАПЛИ ГЛ., 0,1% 5МЛ;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;110324;5.44;1.000;5.44;31.03.2026;Лексредства;21.08.2024;000007228;3.96;3.96;Белмедпрепараты;112399
ДЕКСАМЕТАЗОН ФЛ., КАПЛИ ГЛ., 0,1% 5МЛ;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;110324;5.44;1.000;5.44;31.03.2026;Лексредства;28.08.2024;000007464;3.96;3.96;Белмедпрепараты;112475
ДЕКСАМЕТАЗОН ФЛ., КАПЛИ ГЛ., 0,1% 5МЛ;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;110324;5.44;2.000;10.88;31.03.2026;Лексредства;28.08.2024;0340714;3.96;3.96;Белмедпрепараты;112510
ДЕКСАТОБРОМ ФЛ., КАПЛИ ГЛ., 0,1% 5МЛ;ROMPHARM;РУМЫНИЯ;2321791;14.14;1.000;14.14;01.12.2026;Лексредства;24.07.2024;000006542;10.21;10.31;Брититрейд;111917
ДЕКСКЕТОПРОФЕН ТАБЛ.П/О, 25МГ, №10;ЛЕКФАРМ;БЕЛАРУСЬ;021223/2;7.75;1.000;7.75;31.12.2025;Лексредства;04.07.2024;0076459;5.60;5.65;ФАРМПРОЕКТ ООО;111564
ДЕКСПАНТЕН МАЗЬ, ТУБА, 50МГ/Г 30Г;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;020724;10.80;2.000;21.60;30.06.2026;Лексредства;24.09.2024;000008216;7.80;7.87;МедВай УП;113074
ДЕКСПАНТЕНОЛ ГЕЛЬ, ТУБА, 4% 30Г;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;031223;8.16;1.000;8.16;31.12.2026;Лексредства;16.05.2024;000005213;5.90;5.95;ФАРМПРОЕКТ ООО;111131
ДЕКСПАНТЕНОЛ ГЕЛЬ, ТУБА, 4% 30Г;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;031223;8.16;2.000;16.32;31.12.2026;Лексредства;31.07.2024;000006691;5.90;5.95;МедВай УП;112045
ДЕКСПАНТЕНОЛ-Е КРЕМ, ТУБА, 5% 30Г;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;120724;11.77;1.000;11.77;30.06.2027;Лексредства;24.09.2024;000008216;8.50;8.58;МедВай УП;113075
ДЕНТИНОКС-Н ГЕЛЬ, ТУБА, 10Г;DENTINOX;ГЕРМАНИЯ;2236;19.43;1.000;19.43;01.05.2027;Лексредства;10.07.2024;0076756;14.02;14.16;Тишас;111654
ДЕТРАВЕН ТАБЛ.П/О, 1000 МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;3190624;28.84;1.000;28.84;30.06.2026;Лексредства;17.09.2024;000007988;23.00;23.00;Борисовский ЗМП;112960
ДЕТРАВЕН ТАБЛ.П/О, 1Г, №18;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;3170424;18.94;1.000;18.94;30.04.2026;Лексредства;21.08.2024;000007228;13.78;13.78;Борисовский ЗМП;112401
ДЕТРАВЕН ТАБЛ.П/О, 500МГ, №60;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;3050624;28.84;1.000;28.84;30.06.2026;Лексредства;24.09.2024;000008216;23.00;23.00;Борисовский ЗМП;113076
ДЕТРАЛЕКС ТАБЛ.П/О, 1Г, №30;СЕРВЬЕ РУС ООО;РОССИЯ;0800124;90.65;0.667;60.46;31.12.2027;Лексредства;21.08.2024;000007228;73.06;78.03;Оздоровление ЧУП;112402
ДЕТРИОЛ ФЛ., Р-Р МАСЛ., 0,425МГ/МЛ 5МЛ;ФАРМЛЭНД ООО;БЕЛАРУСЬ;070324;9.60;2.000;19.20;30.03.2026;Лексредства;24.09.2024;000008244;6.94;7.00;ФАРМПРОЕКТ ООО;113008
ДЖОСЕТ ФЛ., СИРОП, 100МЛ;UNIQUE PHARMACEUTICAL;ИНДИЯ;PJY24011;9.66;2.000;19.32;31.01.2027;Лексредства;28.08.2024;0340714;7.03;7.03;Искамед;112511
ДИАБЕТОН МВ ТАБЛ., 60МГ, №30;СЕРВЬЕ РУС ООО;РОССИЯ;1160324;27.65;1.000;27.65;01.02.2027;Лексредства;24.09.2024;000008245;21.13;22.18;Брититрейд;113046
ДИАВИТОЛ ФЛ., ГЕЛЬ, 30Г;ФЕРЕЙН СОАО;БЕЛАРУСЬ;090424;8.07;1.000;8.07;31.03.2026;Лексредства;24.07.2024;000006542;5.87;5.87;Ферейн СОАО/РБ;111918
ДИАЗОЛИН ДРАЖЕ, 50МГ, №10;ФАРМСТАНДАРТ-УФАВИТА;РОССИЯ;110823;1.05;2.000;2.10;31.03.2027;Лексредства;28.08.2024;0340714;0.76;0.77;Искамед;112512
ДИКЛОБЕРЛ N75 АМП, Р-Р Д/И, 75МГ/3МЛ, №5;BERLIN-CHEMIE/MENARINI GROUP;ИТАЛИЯ;3112А;13.55;1.000;13.55;30.06.2026;Лексредства;24.09.2024;000008216;9.87;9.87;CHELESTINA UAB.Литва;113077
ДИКЛОПОЛ РЕТАРД ТАБЛ.П/О, 100МГ, №20;POLPHARMA SA;ПОЛЬША;11123;10.71;1.000;10.71;30.11.2025;Лексредства;17.09.2024;000007989;7.73;7.81;Искамед;112878
ДИКЛОФЕНАК АМП, Р-Р Д/И, 25МГ/МЛ 3МЛ, №10;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;741023;8.31;1.000;8.31;31.10.2025;Лексредства;31.01.2024;000002249;6.05;6.05;Борисовский ЗМП;109056
ДИКЛОФЕНАК АМП, Р-Р Д/И, 25МГ/МЛ 3МЛ, №5;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;071023;4.95;0.800;3.96;31.10.2026;Лексредства;06.03.2024;000003233;3.60;3.60;Белмедпрепараты;109917
ДИКЛОФЕНАК МАЗЬ, ТУБА, 1% 30Г;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;200324;4.79;2.000;9.58;31.03.2026;Лексредства;21.08.2024;000007227;3.49;3.49;Борисовский ЗМП;112315
ДИКЛОФЕНАК СУПП., 100МГ, №10;ФАРМАПРИМ ООО;МОЛДОВА;444;6.79;2.000;13.58;01.08.2026;Лексредства;11.09.2024;000007868;4.91;4.95;ФАРМПРОЕКТ ООО;112754
ДИКЛОФЕНАК СУПП., 50МГ, №6;ФАРМАПРИМ ООО;МОЛДОВА;459;4.37;1.000;4.37;01.01.2027;Лексредства;24.07.2024;0077026;3.16;3.19;ФАРМПРОЕКТ ООО;111878
ДИКЛОФЕНАК ТАБЛ.П/О, 25МГ, №30;ФАРМЛЭНД ООО;БЕЛАРУСЬ;021222;3.30;1.000;3.30;31.12.2025;Лексредства;10.07.2024;0076711;2.39;2.41;ФАРМПРОЕКТ ООО;111700
ДИКЛОФЕНАК ТАБЛ.П/О, 50МГ, №20;ФАРМЛЭНД ООО;БЕЛАРУСЬ;110823;4.19;0.500;2.10;30.08.2026;Лексредства;10.05.2024;000005061;3.03;3.06;ФАРМПРОЕКТ ООО;111013
ДИКЛОФЕНАК ТАБЛ.П/О, 50МГ, №20;ФАРМЛЭНД ООО;БЕЛАРУСЬ;110823;4.19;1.000;4.19;30.08.2026;Лексредства;07.08.2024;000006865;3.03;3.06;ФАРМПРОЕКТ ООО;112154
ДИКЛОФЕНАК ТАБЛ.П/О, 50МГ, №20;ФАРМЛЭНД ООО;БЕЛАРУСЬ;110823;4.19;2.000;8.38;30.08.2026;Лексредства;14.08.2024;0340452;3.03;3.06;ФАРМПРОЕКТ ООО;112196
ДИКЛОФЕНАК ФЛ., КАПЛИ ГЛ., 0,1% 5МЛ;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;020224;4.26;1.000;4.26;28.02.2027;Лексредства;28.08.2024;0340716;3.10;3.10;Белмедпрепараты;112542
ДИКЛОФЕНАК ФОРТЕ ГЕЛЬ, ТУБА, 5% 40Г;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;020424;11.08;1.000;11.08;31.03.2027;Лексредства;24.07.2024;000006542;8.00;8.08;МедВай УП;111920
ДИМЕКСИД ГЕЛЬ, ТУБА, 25% 40Г;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;101223;3.43;1.000;3.43;31.12.2025;Лексредства;07.08.2024;000006865;2.50;2.50;Белмедпрепараты;112155
ДИМЕКСИД ГЕЛЬ, ТУБА, 50% 40Г;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;060624;4.26;2.000;8.52;30.06.2026;Лексредства;17.09.2024;000007989;3.10;3.10;Белмедпрепараты;112879
ДИМЕКСИД УП., 100МЛ;ТАТХИМФАРМПРЕПАРАТЫ;РОССИЯ;1591222;8.72;1.000;8.72;01.01.2026;Лексредства;30.04.2024;000004839;6.10;6.41;Оздоровление ЧУП;110894
ДИОКТИТ ПАК., ПОР.Д/СУСП., 3Г 4Г, №10;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;040523;7.20;0.200;1.44;30.04.2027;Лексредства;21.08.2024;000007227;5.20;5.25;МедВай УП;112316
ДИОКТИТ ПАК., ПОР.Д/СУСП., 3Г 4Г, №10;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;040523;7.20;1.000;7.20;30.04.2027;Лексредства;11.09.2024;000007856;5.20;5.25;МедВай УП;112809
ДИПРОСАЛИК МАЗЬ, ТУБА, 30Г;SCHERING-PLOUGH;БЕЛЬГИЯ;A103746;27.12;1.000;27.12;30.09.2026;Лексредства;28.02.2024;000003033;19.73;19.73;CHELESTINA UAB.Литва;109696
ДИРОТОН ТАБЛ., 10МГ, №28;GEDEON RICHTER;ВЕНГРИЯ;Т3В359А;10.89;1.000;10.89;30.11.2026;Лексредства;16.05.2024;000005213;7.87;7.94;Фармико;111134
ДИРОТОН ТАБЛ., 20МГ, №28;GEDEON RICHTER;ВЕНГРИЯ;Т37363А;17.47;1.000;17.47;31.07.2026;Лексредства;16.05.2024;000005213;12.61;12.73;Фармико;111135
ДИРОТОН ТАБЛ., 5МГ, №28;GEDEON RICHTER;ВЕНГРИЯ;Т39258В;7.30;1.000;7.30;30.09.2026;Лексредства;22.05.2024;000005343;5.07;5.37;Оздоровление ЧУП;111217
ДИУВЕР ТАБЛ., 5МГ, №20;PLIVA;ХОРВАТИЯ;328093;14.21;1.000;14.21;01.09.2026;Лексредства;28.08.2024;0340716;10.26;10.36;Брититрейд;112543
ДИФЛОРКАН-М КАПС., 150МГ;ROMPHARM;РУМЫНИЯ;2314031;18.21;1.000;18.21;01.08.2027;Лексредства;26.06.2024;000006212;12.74;13.37;МедВай УП;111409
ДИХЛОР ТАБЛ., 12,5МГ, №30;IPCA;ИНДИЯ;JLE013003;6.99;0.333;2.33;30.04.2026;Лексредства;23.01.2024;000002021;5.09;5.09;Искамед;108925
ДИХЛОР ТАБЛ., 12,5МГ, №30;IPCA;ИНДИЯ;JLE013004;7.09;1.000;7.09;31.05.2026;Лексредства;12.06.2024;000005522;5.16;5.16;Искамед;111291
ДОКТОР ТАЙСС ЭКСТРАКТ ШАЛФЕЯ С ПОДОРОЖНИКОМ ПАСТИЛКИ, БАД №24;DR.THEISS NATURWAREN;ГЕРМАНИЯ;01/02.24;10.40;1.000;10.40;28.02.2027;БАДы;05.09.2024;000007646;6.67;6.67;НАТУСАНА;112696
ДОЛАРЕН ТАБЛ., №24;ЭКЗОН ОАО;БЕЛАРУСЬ;0110624;6.13;0.500;3.06;31.12.2027;Лексредства;04.09.2024;000007648;4.46;4.46;Экзон;112610
ДОЛАРЕН ТАБЛ., №24;ЭКЗОН ОАО;БЕЛАРУСЬ;0110624;6.13;1.000;6.13;31.12.2027;Лексредства;04.09.2024;0340944;4.46;4.46;Экзон;112624
ДОЛГИТ КРЕМ, ТУБА, 100Г;DOLORGIET;ГЕРМАНИЯ;312078;25.54;1.000;25.54;31.12.2026;Лексредства;28.08.2024;000007464;18.58;18.58;НАТУСАНА;112476
ДОЛГИТ КРЕМ, ТУБА, 20Г;DOLORGIET;ГЕРМАНИЯ;309027;9.99;1.000;9.99;30.09.2026;Лексредства;08.05.2024;000005068;7.27;7.27;НАТУСАНА;110964
ДОЛГОСИЛ ТАБЛ.П/О 20МГ №10;АМАНТИС МЕД ООО;БЕЛАРУСЬ;1911023;35.42;1.000;35.42;30.09.2025;Лексредства;24.09.2024;000008245;28.00;28.28;МедВай УП;113047
ДОЛГОСИЛ ТАБЛ.П/О 5МГ №10;АМАНТИС МЕД ООО;БЕЛАРУСЬ;2160624;25.08;1.000;25.08;31.05.2026;Лексредства;24.09.2024;000008245;18.10;18.28;МедВай УП;113048
ДОНИКА ПАК., ПОР., 1500МГ, №10;МЕД-ИНТЕРПЛАСТ ИЧП;БЕЛАРУСЬ;081023;22.31;1.000;22.31;31.10.2025;Лексредства;07.02.2024;000002441;16.23;16.23;Мед-Интерпласт;109165
ДОНОРМИЛ ТАБЛ.П/О, 15МГ, №30;UPSA LAB.;ФРАНЦИЯ;В2481;25.26;1.000;25.26;30.09.2026;Лексредства;11.09.2024;000007869;18.23;18.41;Комфарм;112781
ДОППЕЛЬГЕРЦ KINDER МУЛЬТИВИТАМИНЫ АПЕЛЬСИН ТАБЛ.ШИП., 6,8Г, №14;QUEISSER PHARMA;ГЕРМАНИЯ;L0030323;19.84;2.000;39.68;14.03.2026;БАДы;01.11.2023;1211934;12.25;12.86;МедВай УП;107424
ДОППЕЛЬГЕРЦ АКТИВ Д/СНА МАГНИЙ ЛАВАНДА МЕЛИССА КАПС., №30;QUEISSER PHARMA;ГЕРМАНИЯ;L010012;24.89;0.667;16.60;07.01.2025;БАДы;12.08.2024;36/2024сроки;19.76;19.76;Ясса ООО ПКФ;112173
ДОППЕЛЬГЕРЦ АКТИВ ОТ А ДО ЦИНКА ПЕРСИК МАРАКУЙЯ ТАБЛ.ШИП., №15;QUEISSER PHARMA;ГЕРМАНИЯ;L0101023;22.05;1.000;22.05;06.10.2026;БАДы;10.07.2024;0076650;14.14;14.14;Доминантафарм;111620
ДРАМИНА ТАБЛ., 50МГ, №10;JADRAN;ХОРВАТИЯ;072142;9.20;1.000;9.20;31.03.2029;Лексредства;04.09.2024;000007667;6.44;6.76;Витвар ООО;112588
ДРОТАВЕРИН АМП, Р-Р Д/И, 2% 2МЛ, №10;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;180923;2.13;1.000;2.13;30.09.2025;Лексредства;07.02.2024;000002455;1.55;1.55;Борисовский ЗМП;109207
ДРОТАВЕРИН ТАБЛ., 40МГ, №20;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;3410524;1.30;5.000;6.50;31.05.2026;Лексредства;24.09.2024;000008216;0.95;0.95;Борисовский ЗМП;113078
ДРОТАВЕРИН ТАБЛ., 40МГ, №20;ЛЕКФАРМ;БЕЛАРУСЬ;100424;1.68;0.500;0.84;30.04.2027;Лексредства;28.08.2024;0340714;1.22;1.23;ФАРМПРОЕКТ ООО;112514
ДРОТАВЕРИН ТАБЛ., 40МГ, №20;ЛЕКФАРМ;БЕЛАРУСЬ;100424;1.68;2.000;3.36;30.04.2027;Лексредства;04.09.2024;000007629;1.22;1.23;ФАРМПРОЕКТ ООО;112650
ДРОТАВЕРИН ТАБЛ., 40МГ, №40;ЛЕКФАРМ;БЕЛАРУСЬ;110424;3.23;2.000;6.46;30.04.2027;Лексредства;04.09.2024;0340944;2.34;2.36;ФАРМПРОЕКТ ООО;112626
ДРУГ ВАШЕЙ ПАМЯТИ Ф/П, 1,5Г, №20;ФИТОФАРМ;РОССИЯ;091122;6.44;1.000;6.44;30.11.2024;БАДы;11.05.2023;3387908;4.13;4.13;ПромоСолюшн ООО;105233
ДРУГ ВАШЕЙ ПОДЖЕЛУДОЧНОЙ ЖЕЛЕЗЫ Ф/П, 1,5Г, №20;ФИТОФАРМ;РОССИЯ;010223;6.44;1.000;6.44;07.02.2025;БАДы;11.05.2023;3387908;4.13;4.13;ПромоСолюшн ООО;105234
ДУБА КОРА УП., 50Г;КАЛИНА ООО;БЕЛАРУСЬ;010522;4.19;1.000;4.19;31.05.2027;Лексредства;21.08.2024;000007228;3.05;3.05;Калина;112406
ДУБА КОРА УП., 75Г;БИОТЕСТ НПК;БЕЛАРУСЬ;070224;6.14;1.000;6.14;30.04.2028;Лексредства;26.06.2024;000006212;4.44;4.48;ФАРМПРОЕКТ ООО;111411
ДУОВИТ ДРАЖЕ, №40;KRKA;СЛОВЕНИЯ;LA3335;16.23;1.000;16.23;31.03.2027;Лексредства;02.07.2024;0076394;11.81;11.81;CHELESTINA UAB.Литва;111528
ДЮФАЛАК ФЛ., СИРОП, 200МЛ;ABBOTT;НИДЕРЛАНДЫ;370799;19.05;1.000;19.05;31.01.2026;Лексредства;26.06.2024;000006212;13.75;13.89;Комфарм;111412
